voltage[V],time[ns]
0.2801517870,158.1655
0.2771721716,158.3083
0.2643540850,158.4512
0.2751900095,158.5941
0.2746616664,158.7370
0.2881946027,158.8798
0.2841634673,159.0227
0.2883418808,159.1656
0.3120282659,159.3085
0.2912765299,159.4514
0.3073330538,159.5942
0.2925966440,159.7371
0.2922592441,159.8800
0.2979921581,160.0229
0.2803614076,160.1657
0.3012295392,160.3086
0.2958342618,160.4515
0.3035749875,160.5944
0.2986322432,160.7372
0.3069322749,160.8801
0.2915699532,161.0230
0.2784983250,161.1659
0.3131340878,161.3088
0.2945597859,161.4516
0.3101785360,161.5945
0.3026460855,161.7374
0.3141450157,161.8803
0.2914201753,162.0231
0.3149795697,162.1660
0.2973366139,162.3089
0.3157793968,162.4518
0.3027188649,162.5947
0.3031479170,162.7375
0.3234581581,162.8804
0.3168635495,163.0233
0.3241466606,163.1662
0.3034061114,163.3090
0.3300534991,163.4519
0.3121120535,163.5948
0.3079397851,163.7377
0.3503547220,163.8806
0.3243754855,164.0234
0.3358470809,164.1663
0.3361807799,164.3092
0.3255222908,164.4521
0.3361019582,164.5949
0.3415227312,164.7378
0.3316786793,164.8807
0.3218458595,165.0236
0.3469886756,165.1665
0.3468966380,165.3093
0.3407642344,165.4522
0.3402716887,165.5951
0.3367966329,165.7380
0.3533300429,165.8808
0.3294353025,166.0237
0.3306164401,166.1666
0.3458873356,166.3095
0.3373291713,166.4524
0.3474274016,166.5952
0.3465481283,166.7381
0.3245428310,166.8810
0.3288952684,167.0239
0.3398640379,167.1667
0.3506846887,167.3096
0.3615227802,167.4525
0.3341730006,167.5954
0.3334952846,167.7382
0.3290427733,167.8811
0.3717055531,168.0240
0.3477381564,168.1669
0.3581688700,168.3098
0.3375663910,168.4526
0.3656609310,168.5955
0.3573564372,168.7384
0.3379952264,168.8813
0.3801803264,169.0241
0.3771016709,169.1670
0.3614707539,169.3099
0.3644670012,169.4528
0.3654011953,169.5957
0.3527265249,169.7385
0.3580899875,169.8814
0.3541109623,170.0243
0.3684721034,170.1672
0.3715203459,170.3100
0.3619319728,170.4529
0.3545113121,170.5958
0.3552405331,170.7387
0.3508340988,170.8816
0.3691630084,171.0244
0.3805291018,171.1673
0.3592083131,171.3102
0.3742139034,171.4531
0.3616826782,171.5959
0.3576090471,171.7388
0.3810974021,171.8817
0.3821090605,172.0246
0.3647202624,172.1675
0.3704799911,172.3103
0.3827244762,172.4532
0.3750727719,172.5961
0.3756011321,172.7390
0.3641530527,172.8818
0.3684852076,173.0247
0.3760968610,173.1676
0.3958889112,173.3105
0.3726428632,173.4534
0.3628880424,173.5962
0.3757999108,173.7391
0.3860468261,173.8820
0.3723523901,174.0249
0.3870047275,174.1677
0.3828452102,174.3106
0.3875192196,174.4535
0.3915308716,174.5964
0.3879027070,174.7392
0.3831276142,174.8821
0.3745426007,175.0250
0.3763181694,175.1679
0.3809745254,175.3108
0.3818698781,175.4536
0.3955624176,175.5965
0.4050255304,175.7394
0.3813007154,175.8823
0.3939106108,176.0251
0.3761308495,176.1680
0.3846464653,176.3109
0.3865739680,176.4538
0.3831332464,176.5967
0.3983998876,176.7395
0.3977176720,176.8824
0.3986207337,177.0253
0.4084873853,177.1682
0.3918249585,177.3110
0.3928131383,177.4539
0.3867783194,177.5968
0.3927940064,177.7397
0.3820740450,177.8826
0.4004873865,178.0254
0.3798273777,178.1683
0.3739091167,178.3112
0.3921864235,178.4541
0.4121509482,178.5969
0.3967909803,178.7398
0.4057249129,178.8827
0.3957678859,179.0256
0.4108580796,179.1685
0.3754012471,179.3113
0.3971381494,179.4542
0.4064068373,179.5971
0.3985850051,179.7400
0.3917718361,179.8828
0.4044449729,180.0257
0.3737271742,180.1686
0.4011008357,180.3115
0.3923948011,180.4544
0.3899242857,180.5972
0.4078144606,180.7401
0.3888582320,180.8830
0.3965293756,181.0259
0.3942903181,181.1687
0.3969248704,181.3116
0.3908526769,181.4545
0.3837371689,181.5974
0.4167316574,181.7402
0.4066211498,181.8831
0.3966718047,182.0260
0.3928944797,182.1689
0.4041590923,182.3118
0.3912652235,182.4546
0.4137217364,182.5975
0.4077527478,182.7404
0.4118492266,182.8833
0.3709086301,183.0261
0.3922393972,183.1690
0.3926018331,183.3119
0.4090751699,183.4548
0.3935161796,183.5977
0.3961458227,183.7405
0.4047664435,183.8834
0.3914637380,184.0263
0.3804145150,184.1692
0.3865966380,184.3120
0.4127031269,184.4549
0.4066192757,184.5978
0.3873364492,184.7407
0.3946067664,184.8836
0.3913385933,185.0264
0.3883407378,185.1693
0.4056493400,185.3122
0.3841530893,185.4551
0.4119557258,185.5979
0.3915948631,185.7408
0.3991322295,185.8837
0.3969686056,186.0266
0.3918666835,186.1695
0.4120127183,186.3123
0.3967740072,186.4552
0.4184095716,186.5981
0.3999551336,186.7410
0.4108301896,186.8838
0.3923211517,187.0267
0.4067832490,187.1696
0.4009356290,187.3125
0.3879528375,187.4554
0.4046778226,187.5982
0.3925902513,187.7411
0.3852123838,187.8840
0.3825489611,188.0269
0.3956221231,188.1697
0.3842773159,188.3126
0.3965311939,188.4555
0.3952522809,188.5984
0.3821105313,188.7412
0.3930492885,188.8841
0.4031567642,189.0270
0.3950774335,189.1699
0.3847153459,189.3128
0.3949745875,189.4556
0.3815396051,189.5985
0.3935282262,189.7414
0.3956712457,189.8843
0.3894276283,190.0271
0.4055394325,190.1700
0.3874112179,190.3129
0.3769349021,190.4558
0.3873354223,190.5987
0.3936293045,190.7415
0.4025421967,190.8844
0.3997643611,191.0273
0.3823402280,191.1702
0.3946738414,191.3130
0.3828692802,191.4559
0.3892717976,191.5988
0.3755475948,191.7417
0.3885052043,191.8846
0.3797253836,192.0274
0.3794585534,192.1703
0.3769934609,192.3132
0.3786069115,192.4561
0.3758522472,192.5989
0.3969391972,192.7418
0.3664184463,192.8847
0.3711192303,193.0276
0.3896682699,193.1705
0.3946794344,193.3133
0.3856191180,193.4562
0.3892402965,193.5991
0.3789437237,193.7420
0.3747474814,193.8848
0.3814882757,194.0277
0.3830103341,194.1706
0.3904513203,194.3135
0.3694458319,194.4564
0.3804914654,194.5992
0.3771523370,194.7421
0.3735799247,194.8850
0.3874187170,195.0279
0.3629817573,195.1707
0.3614433624,195.3136
0.3724157288,195.4565
0.3561775675,195.5994
0.3899075744,195.7422
0.3756503481,195.8851
0.3689145218,196.0280
0.3725162606,196.1709
0.3818796789,196.3138
0.3576516610,196.4566
0.3588209499,196.5995
0.3742288138,196.7424
0.3649415302,196.8853
0.3658654142,197.0281
0.3652960666,197.1710
0.3778857113,197.3139
0.3657053034,197.4568
0.3861602835,197.5997
0.3465185884,197.7425
0.3632856578,197.8854
0.3653925660,198.0283
0.3487834268,198.1712
0.3494164395,198.3140
0.3637629983,198.4569
0.3453412786,198.5998
0.3514742793,198.7427
0.3588756973,198.8856
0.3495736616,199.0284
0.3723744765,199.1713
0.3572726799,199.3142
0.3656145543,199.4571
0.3458878854,199.5999
0.3488337497,199.7428
0.3392966995,199.8857
0.3339041539,200.0286
0.3560099375,200.1715
0.3436134600,200.3143
0.3363896787,200.4572
0.3653640050,200.6001
0.3509907989,200.7430
0.3434794008,200.8858
0.3456816026,201.0287
0.3363588965,201.1716
0.3406523489,201.3145
0.3455527711,201.4574
0.3371606303,201.6002
0.3412589832,201.7431
0.3379401379,201.8860
0.3370399275,202.0289
0.3107258476,202.1717
0.3433475332,202.3146
0.3455502867,202.4575
0.3331042025,202.6004
0.3372531521,202.7432
0.3473445754,202.8861
0.3332482236,203.0290
0.3270373380,203.1719
0.3298992134,203.3148
0.2985881459,203.4576
0.3214106218,203.6005
0.3088861709,203.7434
0.3180015370,203.8863
0.3148323448,204.0291
0.3220411994,204.1720
0.3121782150,204.3149
0.3304765039,204.4578
0.2971783903,204.6007
0.3003715933,204.7435
0.3050866929,204.8864
0.3130859994,205.0293
0.3126428596,205.1722
0.3108226407,205.3150
0.3136947967,205.4579
0.3167594833,205.6008
0.3238235763,205.7437
0.3161963513,205.8866
0.3042353775,206.0294
0.2974984028,206.1723
0.2928845961,206.3152
0.3124048206,206.4581
0.2976777622,206.6009
0.3138247186,206.7438
0.2904727459,206.8867
0.2972396942,207.0296
0.3039442774,207.1725
0.3196598881,207.3153
0.2994964846,207.4582
0.2983436567,207.6011
0.2875628940,207.7440
0.3070806612,207.8868
0.2669105943,208.0297
0.2838142071,208.1726
0.2896549380,208.3155
0.2912685502,208.4584
0.2798042941,208.6012
0.2796819837,208.7441
0.2683967350,208.8870
0.2835690149,209.0299
0.2701853599,209.1727
0.2719712890,209.3156
0.2710245951,209.4585
0.2704149022,209.6014
0.2787905518,209.7442
0.2633252341,209.8871
0.2568319433,210.0300
0.2695370165,210.1729
0.2609907441,210.3158
0.2725185152,210.4586
0.2628596817,210.6015
0.2615218109,210.7444
0.2652327771,210.8873
0.2713287632,211.0301
0.2562440033,211.1730
0.2480996036,211.3159
0.2597375695,211.4588
0.2547846581,211.6017
0.2581340462,211.7445
0.2713611808,211.8874
0.2548254678,212.0303
0.2451830082,212.1732
0.2452475956,212.3160
0.2306799597,212.4589
0.2441197752,212.6018
0.2411603916,212.7447
0.2505007557,212.8876
0.2189825566,213.0304
0.2350164343,213.1733
0.2356973250,213.3162
0.2388506428,213.4591
0.2411694567,213.6019
0.2534031821,213.7448
0.2390705219,213.8877
0.2331850612,214.0306
0.2310876280,214.1735
0.2243120547,214.3163
0.2256693440,214.4592
0.2323600496,214.6021
0.2327282919,214.7450
0.2299228971,214.8878
0.2148990241,215.0307
0.2173922044,215.1736
0.2308618166,215.3165
0.2143215465,215.4594
0.2134965634,215.6022
0.2077034482,215.7451
0.2086027239,215.8880
0.2106147385,216.0309
0.1975045763,216.1737
0.2048497873,216.3166
0.1955952047,216.4595
0.1881478626,216.6024
0.2030687776,216.7452
0.1843591417,216.8881
0.1982217320,217.0310
0.2021455797,217.1739
0.1836724211,217.3168
0.1945836059,217.4596
0.1890071805,217.6025
0.2012846222,217.7454
0.1770810085,217.8883
0.2018277769,218.0311
0.1697288406,218.1740
0.1895304527,218.3169
0.1850107187,218.4598
0.1934677562,218.6027
0.1787829149,218.7455
0.1735684733,218.8884
0.1910837136,219.0313
0.1714693502,219.1742
0.1690230047,219.3170
0.1699797668,219.4599
0.1681631709,219.6028
0.1467425401,219.7457
0.1739824688,219.8886
0.1792327094,220.0314
0.1671520146,220.1743
0.1762769309,220.3172
0.1538456494,220.4601
0.1718658942,220.6029
0.1389240212,220.7458
0.1548337313,220.8887
0.1285765851,221.0316
0.1509149366,221.1745
0.1423298950,221.3173
0.1397460772,221.4602
0.1358020640,221.6031
0.1534613004,221.7460
0.1346121964,221.8888
0.1357394165,222.0317
0.1215200709,222.1746
0.1452943348,222.3175
0.1523964026,222.4604
0.1379966876,222.6032
0.1321402578,222.7461
0.1251226434,222.8890
0.1315329040,223.0319
0.1381903209,223.1747
0.1196516432,223.3176
0.1151004895,223.4605
0.1122736824,223.6034
0.1276546252,223.7462
0.1093076883,223.8891
0.1097056817,224.0320
0.1234190574,224.1749
0.1071891040,224.3178
0.0885522833,224.4606
0.1254417623,224.6035
0.1096115628,224.7464
0.0978498910,224.8893
0.1052152229,225.0321
0.1055170547,225.1750
0.0805842396,225.3179
0.1074685982,225.4608
0.1003772481,225.6037
0.1084891281,225.7465
0.0926941432,225.8894
0.0835572492,226.0323
0.1006088273,226.1752
0.0807366642,226.3180
0.0873349205,226.4609
0.0942606346,226.6038
0.0866727992,226.7467
0.0795668173,226.8896
0.0774083558,227.0324
0.0790554526,227.1753
0.0841751314,227.3182
0.0614541439,227.4611
0.0621778666,227.6039
0.0577314112,227.7468
0.0639099103,227.8897
0.0761842100,228.0326
0.0663634810,228.1755
0.0786500358,228.3183
0.0592545192,228.4612
0.0358464163,228.6041
0.0542460172,228.7470
0.0573555228,228.8898
0.0471508198,229.0327
0.0643066743,229.1756
0.0530362798,229.3185
0.0538082667,229.4614
0.0664514936,229.6042
0.0350047895,229.7471
0.0409848864,229.8900
0.0419088509,230.0329
0.0423694112,230.1757
0.0344714019,230.3186
0.0440507488,230.4615
0.0382921309,230.6044
0.0391872997,230.7472
0.0277878777,230.8901
0.0228877277,231.0330
0.0410935489,231.1759
0.0279520498,231.3188
0.0189073834,231.4616
0.0211923913,231.6045
0.0043888934,231.7474
0.0210488330,231.8903
0.0232505858,232.0331
0.0024378610,232.1760
0.0218996124,232.3189
0.0261968768,232.4618
-0.0025436067,232.6047
-0.0049562953,232.7475
0.0018929408,232.8904
0.0019615958,233.0333
0.0044026349,233.1762
0.0022020840,233.3190
0.0063330473,233.4619
-0.0116096237,233.6048
0.0014412656,233.7477
-0.0104282456,233.8906
-0.0285744786,234.0334
-0.0059477304,234.1763
-0.0196391836,234.3192
-0.0121425007,234.4621
-0.0174055077,234.6049
-0.0182785431,234.7478
-0.0070685031,234.8907
-0.0228061648,235.0336
-0.0084066388,235.1765
-0.0186606904,235.3193
-0.0192594849,235.4622
-0.0375596015,235.6051
-0.0211392722,235.7480
-0.0485213798,235.8908
-0.0407874644,236.0337
-0.0382543786,236.1766
-0.0238152861,236.3195
-0.0383058243,236.4624
-0.0382242373,236.6052
-0.0448714918,236.7481
-0.0468360755,236.8910
-0.0659028764,237.0339
-0.0457113672,237.1767
-0.0539055279,237.3196
-0.0572131088,237.4625
-0.0420159229,237.6054
-0.0670689893,237.7482
-0.0482525117,237.8911
-0.0484494245,238.0340
-0.0664549371,238.1769
-0.0592963417,238.3198
-0.0617073741,238.4626
-0.0730106273,238.6055
-0.0678438392,238.7484
-0.0906598508,238.8913
-0.0797183252,239.0341
-0.0877875259,239.1770
-0.0834322521,239.3199
-0.0761796412,239.4628
-0.0843739289,239.6057
-0.0858621307,239.7485
-0.0889235929,239.8914
-0.0883936199,240.0343
-0.0713155276,240.1772
-0.0897559831,240.3200
-0.0868854775,240.4629
-0.0765118798,240.6058
-0.1039177477,240.7487
-0.0996485381,240.8916
-0.1101823899,241.0344
-0.1135613804,241.1773
-0.0974433646,241.3202
-0.1081152293,241.4631
-0.1010920378,241.6059
-0.1148345095,241.7488
-0.1063533901,241.8917
-0.1006598500,242.0346
-0.0968530162,242.1775
-0.1094929880,242.3203
-0.1107882153,242.4632
-0.1110147786,242.6061
-0.1237561071,242.7490
-0.1215674759,242.8918
-0.1095301233,243.0347
-0.1292312111,243.1776
-0.1213295721,243.3205
-0.1210814084,243.4634
-0.1214222182,243.6062
-0.1289174748,243.7491
-0.1423133464,243.8920
-0.1227603683,244.0349
-0.1544662061,244.1777
-0.1118096284,244.3206
-0.1535351010,244.4635
-0.1356984552,244.6064
-0.1528626817,244.7492
-0.1452856808,244.8921
-0.1167529460,245.0350
-0.1474323096,245.1779
-0.1340711067,245.3208
-0.1661711002,245.4636
-0.1607967935,245.6065
-0.1388486764,245.7494
-0.1559648143,245.8923
-0.1535883615,246.0351
-0.1640342426,246.1780
-0.1701532374,246.3209
-0.1661358546,246.4638
-0.1788025398,246.6067
-0.1658912515,246.7495
-0.1636579564,246.8924
-0.1791637670,247.0353
-0.1690186431,247.1782
-0.1727049827,247.3210
-0.1917496316,247.4639
-0.1827303849,247.6068
-0.1769863822,247.7497
-0.1759605291,247.8926
-0.1787072913,248.0354
-0.1799272213,248.1783
-0.1907270644,248.3212
-0.1897267352,248.4641
-0.1877985311,248.6069
-0.1874495184,248.7498
-0.1963695651,248.8927
-0.1974838426,249.0356
-0.1895211171,249.1785
-0.2049954789,249.3213
-0.1908029317,249.4642
-0.2135193662,249.6071
-0.1945070248,249.7500
-0.2163165975,249.8928
-0.2061946361,250.0357
-0.2033561229,250.1786
-0.2161601139,250.3215
-0.2212775937,250.4644
-0.2083670451,250.6072
-0.2149630283,250.7501
-0.2288226179,250.8930
-0.2065483386,251.0359
-0.2148199599,251.1787
-0.2223744745,251.3216
-0.2133075633,251.4645
-0.2167746356,251.6074
-0.2061369047,251.7503
-0.2198168343,251.8931
-0.2295751847,252.0360
-0.2330810412,252.1789
-0.2364986128,252.3218
-0.2422461145,252.4646
-0.2371613550,252.6075
-0.2287059006,252.7504
-0.2193359318,252.8933
-0.2405543792,253.0361
-0.2156152478,253.1790
-0.2469273631,253.3219
-0.2383258289,253.4648
-0.2522058386,253.6077
-0.2404404146,253.7505
-0.2394623627,253.8934
-0.2381036702,254.0363
-0.2458219571,254.1792
-0.2427270226,254.3220
-0.2576965253,254.4649
-0.2501251489,254.6078
-0.2487462660,254.7507
-0.2563301145,254.8936
-0.2673719694,255.0364
-0.2660517402,255.1793
-0.2566941710,255.3222
-0.2550206647,255.4651
-0.2598473496,255.6079
-0.2615985018,255.7508
-0.2783111282,255.8937
-0.2610593714,256.0366
-0.2641254001,256.1795
-0.2709645047,256.3223
-0.2619448311,256.4652
-0.2536743075,256.6081
-0.2589920679,256.7510
-0.2906780622,256.8938
-0.2781885206,257.0367
-0.2826911866,257.1796
-0.2845913871,257.3225
-0.2546461930,257.4654
-0.2810740220,257.6082
-0.2870291802,257.7511
-0.2815667496,257.8940
-0.2788660890,258.0369
-0.2807976902,258.1797
-0.2725859089,258.3226
-0.2750373092,258.4655
-0.2801793142,258.6084
-0.2778568295,258.7513
-0.2963921738,258.8941
-0.2921544777,259.0370
-0.2856404900,259.1799
-0.3094411866,259.3228
-0.2891897792,259.4656
-0.2953323988,259.6085
-0.2974154386,259.7514
-0.3103587769,259.8943
-0.3001828433,260.0371
-0.3120055045,260.1800
-0.3048277772,260.3229
-0.2968724794,260.4658
-0.2954021654,260.6087
-0.3019511294,260.7515
-0.3160275859,260.8944
-0.2990680284,261.0373
-0.3185382826,261.1802
-0.3100390040,261.3230
-0.3108980657,261.4659
-0.3289830145,261.6088
-0.3114593316,261.7517
-0.3243965760,261.8946
-0.3096431447,262.0374
-0.3250703461,262.1803
-0.3239036452,262.3232
-0.3277911008,262.4661
-0.3202791679,262.6089
-0.3072329507,262.7518
-0.3245449781,262.8947
-0.3207266734,263.0376
-0.3410311102,263.1805
-0.3367644982,263.3233
-0.3382082566,263.4662
-0.3289868445,263.6091
-0.3308083984,263.7520
-0.3091248426,263.8948
-0.3407928521,264.0377
-0.3311385842,264.1806
-0.3340665116,264.3235
-0.3420537753,264.4664
-0.3222843948,264.6092
-0.3257594133,264.7521
-0.3193336526,264.8950
-0.3405577027,265.0379
-0.3347010743,265.1807
-0.3489104442,265.3236
-0.3318422711,265.4665
-0.3701089728,265.6094
-0.3466629210,265.7523
-0.3320247299,265.8951
-0.3423497057,266.0380
-0.3475772565,266.1809
-0.3602489084,266.3238
-0.3484875311,266.4666
-0.3456476293,266.6095
-0.3507684989,266.7524
-0.3469626714,266.8953
-0.3493491349,267.0381
-0.3428982704,267.1810
-0.3592991240,267.3239
-0.3599988065,267.4668
-0.3665682389,267.6097
-0.3588698435,267.7525
-0.3586062753,267.8954
-0.3738696471,268.0383
-0.3741011771,268.1812
-0.3572986335,268.3240
-0.3563209482,268.4669
-0.3609301397,268.6098
-0.3647627139,268.7527
-0.3679589325,268.8956
-0.3571318453,269.0384
-0.3743079511,269.1813
-0.3768777621,269.3242
-0.3622290339,269.4671
-0.3800408906,269.6099
-0.3511010457,269.7528
-0.3729552885,269.8957
-0.3732202147,270.0386
-0.3771508429,270.1815
-0.3852739683,270.3243
-0.3731232669,270.4672
-0.3662634790,270.6101
-0.3838725463,270.7530
-0.3749946137,270.8958
-0.3843025096,271.0387
-0.3750986832,271.1816
-0.3606440378,271.3245
-0.3808637310,271.4674
-0.3721793263,271.6102
-0.3545758687,271.7531
-0.3772182344,271.8960
-0.3828442409,272.0389
-0.3779821533,272.1817
-0.3875453215,272.3246
-0.3832132647,272.4675
-0.3901296846,272.6104
-0.3980478561,272.7533
-0.3762976325,272.8961
-0.3972087976,273.0390
-0.3680015628,273.1819
-0.4035404075,273.3248
-0.3802711516,273.4676
-0.4053880025,273.6105
-0.3956982945,273.7534
-0.3889360885,273.8963
-0.3940739903,274.0391
-0.3947908998,274.1820
-0.3749325908,274.3249
-0.3975230333,274.4678
-0.3782078143,274.6107
-0.3709929301,274.7535
-0.3813565911,274.8964
-0.3846176540,275.0393
-0.3804949706,275.1822
-0.3912983184,275.3250
-0.3903225753,275.4679
-0.4027017285,275.6108
-0.4134359595,275.7537
-0.3807452525,275.8966
-0.3853930232,276.0394
-0.4104525741,276.1823
-0.3818399548,276.3252
-0.3886477955,276.4681
-0.4063677109,276.6109
-0.3831847765,276.7538
-0.4159227750,276.8967
-0.4014641037,277.0396
-0.3836256542,277.1825
-0.3917787535,277.3253
-0.3897474067,277.4682
-0.3784295046,277.6111
-0.3755512123,277.7540
-0.4022031589,277.8968
-0.3969574291,278.0397
-0.3987087124,278.1826
-0.4151310534,278.3255
-0.4123991462,278.4684
-0.4110353830,278.6112
-0.3949951032,278.7541
-0.4043387340,278.8970
-0.3960332241,279.0399
-0.3877382820,279.1827
-0.3919014992,279.3256
-0.4050654922,279.4685
-0.4020948207,279.6114
-0.3940442276,279.7543
-0.3873827494,279.8971
-0.4028339378,280.0400
-0.3903998859,280.1829
-0.4060914383,280.3258
-0.4145641768,280.4686
-0.4002626401,280.6115
-0.3927487193,280.7544
-0.3946128724,280.8973
-0.4049081582,281.0401
-0.4077066471,281.1830
-0.4027447184,281.3259
-0.3927311832,281.4688
-0.3962023530,281.6117
-0.3908236985,281.7545
-0.4016226772,281.8974
-0.3980183462,282.0403
-0.3890637551,282.1832
-0.4163292043,282.3260
-0.3977507017,282.4689
-0.4028983515,282.6118
-0.4067921095,282.7547
-0.3936279083,282.8976
-0.4036950778,283.0404
-0.3992957083,283.1833
-0.3982465486,283.3262
-0.4063003354,283.4691
-0.4075721032,283.6119
-0.4092211671,283.7548
-0.4023247883,283.8977
-0.4275689268,284.0406
-0.3890474154,284.1835
-0.4078316322,284.3263
-0.3970894537,284.4692
-0.4110556431,284.6121
-0.3981427120,284.7550
-0.3962090920,284.8978
-0.4107831985,285.0407
-0.4087400420,285.1836
-0.4067855146,285.3265
-0.4114538917,285.4694
-0.4014039081,285.6122
-0.3975878572,285.7551
-0.3844105067,285.8980
-0.4032079680,286.0409
-0.3946710552,286.1837
-0.4022570733,286.3266
-0.4037784221,286.4695
-0.3893976553,286.6124
-0.3923255396,286.7553
-0.4036184469,286.8981
-0.3871058216,287.0410
-0.3797056988,287.1839
-0.3906725988,287.3268
-0.4138713032,287.4696
-0.3824369557,287.6125
-0.3785585780,287.7554
-0.3909276422,287.8983
-0.3871338834,288.0411
-0.3853662883,288.1840
-0.3838508371,288.3269
-0.3797986011,288.4698
-0.3902420139,288.6127
-0.3811026858,288.7555
-0.3887394752,288.8984
-0.3967601946,289.0413
-0.4064940305,289.1842
-0.3950813951,289.3270
-0.4022812016,289.4699
-0.4065297779,289.6128
-0.3904580543,289.7557
-0.4124958238,289.8986
-0.3817723022,290.0414
-0.3946723785,290.1843
-0.4017653614,290.3272
-0.3746833725,290.4701
-0.3884839825,290.6129
-0.3554041096,290.7558
-0.3753446974,290.8987
-0.3930492049,291.0416
-0.3920041613,291.1845
-0.3815914033,291.3273
-0.3913483171,291.4702
-0.3676316963,291.6131
-0.3727183393,291.7560
-0.3767780150,291.8988
-0.3727126457,292.0417
-0.3808835593,292.1846
-0.3854675132,292.3275
-0.3679587239,292.4704
-0.3813302195,292.6132
-0.3826759650,292.7561
-0.3828879704,292.8990
-0.3909720015,293.0419
-0.3837050753,293.1847
-0.3739516009,293.3276
-0.3766208033,293.4705
-0.3489039073,293.6134
-0.3796274148,293.7563
-0.3809731631,293.8991
-0.3530984538,294.0420
-0.3850188468,294.1849
-0.3717612888,294.3278
-0.3771081447,294.4706
-0.3896498043,294.6135
-0.3619574496,294.7564
-0.3616983950,294.8993
-0.3775395804,295.0421
-0.3802311256,295.1850
-0.3617352870,295.3279
-0.3494451948,295.4708
-0.3697615842,295.6137
-0.3622474033,295.7565
-0.3636082116,295.8994
-0.3593717201,296.0423
-0.3501704039,296.1852
-0.3531139863,296.3280
-0.3684607859,296.4709
-0.3764635050,296.6138
-0.3723379012,296.7567
-0.3569245925,296.8996
-0.3546549348,297.0424
-0.3692200416,297.1853
-0.3628871849,297.3282
-0.3373004884,297.4711
-0.3668869242,297.6139
-0.3531853995,297.7568
-0.3529326626,297.8997
-0.3379639013,298.0426
-0.3511424844,298.1855
-0.3497237970,298.3283
-0.3488354539,298.4712
-0.3394274648,298.6141
-0.3516580225,298.7570
-0.3603222434,298.8998
-0.3392353213,299.0427
-0.3634255022,299.1856
-0.3552427390,299.3285
-0.3408774052,299.4714
-0.3479782556,299.6142
-0.3341157461,299.7571
-0.3474961242,299.9000
-0.3424483932,300.0429
-0.3339628360,300.1857
-0.3642808023,300.3286
-0.3400948335,300.4715
-0.3284869423,300.6144
-0.3345458772,300.7573
-0.3350857210,300.9001
-0.3229462357,301.0430
-0.3230323818,301.1859
-0.3389276710,301.3288
-0.3311880344,301.4716
-0.3278123531,301.6145
-0.3191517518,301.7574
-0.3462023663,301.9003
-0.3201650249,302.0431
-0.3323441096,302.1860
-0.3214291386,302.3289
-0.3155308476,302.4718
-0.3422590847,302.6147
-0.3178145384,302.7575
-0.3238177655,302.9004
-0.3199474477,303.0433
-0.3331243747,303.1862
-0.3208004212,303.3290
-0.3087238919,303.4719
-0.3037211441,303.6148
-0.3069804364,303.7577
-0.3140888737,303.9006
-0.3319413974,304.0434
-0.3147299666,304.1863
-0.3257859880,304.3292
-0.3203140180,304.4721
-0.2863028179,304.6149
-0.3024309058,304.7578
-0.3085099511,304.9007
-0.3042570049,305.0436
-0.3166384601,305.1865
-0.2947607898,305.3293
-0.2916187456,305.4722
-0.2963064614,305.6151
-0.2772232441,305.7580
-0.3007640085,305.9008
-0.2857576012,306.0437
-0.2901606522,306.1866
-0.2856994872,306.3295
-0.2657188757,306.4724
-0.2898356583,306.6152
-0.2882255147,306.7581
-0.2918629894,306.9010
-0.2739573685,307.0439
-0.2839992179,307.1867
-0.2808079965,307.3296
-0.2751213049,307.4725
-0.2801579402,307.6154
-0.2707517523,307.7583
-0.2800078912,307.9011
-0.2807317986,308.0440
-0.2634763018,308.1869
-0.2587404722,308.3298
-0.2954177966,308.4726
-0.2665316825,308.6155
-0.2619114624,308.7584
-0.2550554076,308.9013
-0.2651268307,309.0441
-0.2686008947,309.1870
-0.2769789289,309.3299
-0.2602011538,309.4728
-0.2563259930,309.6157
-0.2590173522,309.7585
-0.2580464133,309.9014
-0.2706811340,310.0443
-0.2653987155,310.1872
-0.2473381797,310.3300
-0.2531911557,310.4729
-0.2498987900,310.6158
-0.2521269526,310.7587
-0.2370016091,310.9016
-0.2433181503,311.0444
-0.2488099062,311.1873
-0.2314361845,311.3302
-0.2347294090,311.4731
-0.2377878028,311.6159
-0.2284468668,311.7588
-0.2344497639,311.9017
-0.2268143981,312.0446
-0.2354759565,312.1875
-0.2476698646,312.3303
-0.2168407002,312.4732
-0.2204688267,312.6161
-0.2120057656,312.7590
-0.2248328586,312.9018
-0.2215130163,313.0447
-0.2286247168,313.1876
-0.2346174229,313.3305
-0.2262412308,313.4734
-0.2116130815,313.6162
-0.2151361889,313.7591
-0.2117035313,313.9020
-0.2239336623,314.0449
-0.2182578071,314.1877
-0.2181243516,314.3306
-0.2333548365,314.4735
-0.2030345442,314.6164
-0.2097764466,314.7593
-0.2081939729,314.9021
-0.2162791402,315.0450
-0.2103898622,315.1879
-0.2012800099,315.3308
-0.2031696247,315.4736
-0.1895832708,315.6165
-0.1792385474,315.7594
-0.1887176229,315.9023
-0.1925720544,316.0451
-0.2069294888,316.1880
-0.1874494636,316.3309
-0.1612764268,316.4738
-0.1903458475,316.6167
-0.1904968017,316.7595
-0.1932262920,316.9024
-0.1813395709,317.0453
-0.1933086878,317.1882
-0.1752623123,317.3310
-0.1670517992,317.4739
