voltage[V],time[ns]
-0.1370382115,158.7370
-0.1343801695,158.8798
-0.1317193481,159.0227
-0.1290558022,159.1656
-0.1263895870,159.3085
-0.1237207576,159.4514
-0.1210493691,159.5942
-0.1183754770,159.7371
-0.1156991364,159.8800
-0.1130204027,160.0229
-0.1103393313,160.1657
-0.1076559777,160.3086
-0.1049703974,160.4515
-0.1022826459,160.5944
-0.0995927789,160.7372
-0.0969008519,160.8801
-0.0942069206,161.0230
-0.0915110408,161.1659
-0.0888132682,161.3088
-0.0861136586,161.4516
-0.0834122679,161.5945
-0.0807091519,161.7374
-0.0780043665,161.8803
-0.0752979677,162.0231
-0.0725900115,162.1660
-0.0698805539,162.3089
-0.0671696509,162.4518
-0.0644573585,162.5947
-0.0617437330,162.7375
-0.0590288303,162.8804
-0.0563127067,163.0233
-0.0535954184,163.1662
-0.0508770215,163.3090
-0.0481575723,163.4519
-0.0454371270,163.5948
-0.0427157420,163.7377
-0.0399934734,163.8806
-0.0372703775,164.0234
-0.0345465108,164.1663
-0.0318219296,164.3092
-0.0290966901,164.4521
-0.0263708489,164.5949
-0.0236444622,164.7378
-0.0209175864,164.8807
-0.0181902780,165.0236
-0.0154625933,165.1665
-0.0127345888,165.3093
-0.0100063209,165.4522
-0.0072778461,165.5951
-0.0045492207,165.7380
-0.0018205012,165.8808
0.0009082559,166.0237
0.0036369943,166.1666
0.0063656574,166.3095
0.0090941889,166.4524
0.0118225322,166.5952
0.0145506311,166.7381
0.0172784289,166.8810
0.0200058694,167.0239
0.0227328961,167.1667
0.0254594526,167.3096
0.0281854825,167.4525
0.0309109294,167.5954
0.0336357369,167.7382
0.0363598488,167.8811
0.0390832086,168.0240
0.0418057600,168.1669
0.0445274467,168.3098
0.0472482124,168.4526
0.0499680009,168.5955
0.0526867558,168.7384
0.0554044210,168.8813
0.0581209402,169.0241
0.0608362573,169.1670
0.0635503161,169.3099
0.0662630603,169.4528
0.0689744341,169.5957
0.0716843812,169.7385
0.0743928455,169.8814
0.0770997712,170.0243
0.0798051022,170.1672
0.0825087825,170.3100
0.0852107562,170.4529
0.0879109675,170.5958
0.0906093604,170.7387
0.0933058792,170.8816
0.0960004681,171.0244
0.0986930713,171.1673
0.1013836332,171.3102
0.1040720981,171.4531
0.1067584105,171.5959
0.1094425147,171.7388
0.1121243552,171.8817
0.1148038765,172.0246
0.1174810233,172.1675
0.1201557402,172.3103
0.1228279718,172.4532
0.1254976628,172.5961
0.1281647582,172.7390
0.1308292026,172.8818
0.1334909409,173.0247
0.1361499182,173.1676
0.1388060794,173.3105
0.1414593696,173.4534
0.1441097339,173.5962
0.1467571175,173.7391
0.1494014656,173.8820
0.1520427235,174.0249
0.1546808366,174.1677
0.1573157504,174.3106
0.1599474103,174.4535
0.1625757619,174.5964
0.1652007508,174.7392
0.1678223228,174.8821
0.1704404236,175.0250
0.1730549990,175.1679
0.1756659951,175.3108
0.1782733577,175.4536
0.1808770330,175.5965
0.1834769671,175.7394
0.1860731062,175.8823
0.1886653966,176.0251
0.1912537848,176.1680
0.1938382171,176.3109
0.1964186401,176.4538
0.1989950005,176.5967
0.2015672449,176.7395
0.2041353202,176.8824
0.2066991732,177.0253
0.2092587509,177.1682
0.2118140004,177.3110
0.2143648687,177.4539
0.2169113033,177.5968
0.2194532513,177.7397
0.2219906602,177.8826
0.2245234775,178.0254
0.2270516509,178.1683
0.2295751280,178.3112
0.2320938566,178.4541
0.2346077847,178.5969
0.2371168603,178.7398
0.2396210314,178.8827
0.2421202463,179.0256
0.2446144532,179.1685
0.2471036006,179.3113
0.2495876370,179.4542
0.2520665110,179.5971
0.2545401713,179.7400
0.2570085668,179.8828
0.2594716465,180.0257
0.2619293593,180.1686
0.2643816545,180.3115
0.2668284812,180.4544
0.2692697890,180.5972
0.2717055273,180.7401
0.2741356458,180.8830
0.2765600941,181.0259
0.2789788221,181.1687
0.2813917798,181.3116
0.2837989173,181.4545
0.2862001848,181.5974
0.2885955327,181.7402
0.2909849113,181.8831
0.2933682713,182.0260
0.2957455633,182.1689
0.2981167383,182.3118
0.3004817471,182.4546
0.3028405408,182.5975
0.3051930707,182.7404
0.3075392881,182.8833
0.3098791444,183.0261
0.3122125913,183.1690
0.3145395805,183.3119
0.3168600639,183.4548
0.3191739934,183.5977
0.3214813213,183.7405
0.3237819997,183.8834
0.3260759812,184.0263
0.3283632182,184.1692
0.3306436634,184.3120
0.3329172697,184.4549
0.3351839901,184.5978
0.3374437776,184.7407
0.3396965856,184.8836
0.3419423674,185.0264
0.3441810766,185.1693
0.3464126668,185.3122
0.3486370919,185.4551
0.3508543060,185.5979
0.3530642631,185.7408
0.3552669176,185.8837
0.3574622238,186.0266
0.3596501364,186.1695
0.3618306101,186.3123
0.3640035998,186.4552
0.3661690606,186.5981
0.3683269477,186.7410
0.3704772164,186.8838
0.3726198223,187.0267
0.3747547211,187.1696
0.3768818685,187.3125
0.3790012207,187.4554
0.3811127337,187.5982
0.3832163639,187.7411
0.3853120678,187.8840
0.3873998021,188.0269
0.3894795234,188.1697
0.3915511890,188.3126
0.3936147558,188.4555
0.3956701812,188.5984
0.3977174227,188.7412
0.3997564379,188.8841
0.4017871847,189.0270
0.4038096211,189.1699
0.4058237052,189.3128
0.4078293954,189.4556
0.4098266502,189.5985
0.4118154283,189.7414
0.4137956885,189.8843
0.4157673899,190.0271
0.4177304917,190.1700
0.4196849533,190.3129
0.4216307343,190.4558
0.4235677944,190.5987
0.4254960936,190.7415
0.4274155920,190.8844
0.4293262498,191.0273
0.4312280276,191.1702
0.4331208861,191.3130
0.4350047860,191.4559
0.4368796884,191.5988
0.4387455545,191.7417
0.4406023458,191.8846
0.4424500238,192.0274
0.4442885503,192.1703
0.4461178873,192.3132
0.4479379969,192.4561
0.4497488415,192.5989
0.4515503837,192.7418
0.4533425862,192.8847
0.4551254119,193.0276
0.4568988239,193.1705
0.4586627856,193.3133
0.4604172604,193.4562
0.4621622121,193.5991
0.4638976046,193.7420
0.4656234021,193.8848
0.4673395687,194.0277
0.4690460690,194.1706
0.4707428677,194.3135
0.4724299298,194.4564
0.4741072202,194.5992
0.4757747044,194.7421
0.4774323478,194.8850
0.4790801162,195.0279
0.4807179754,195.1707
0.4823458917,195.3136
0.4839638312,195.4565
0.4855717606,195.5994
0.4871696466,195.7422
0.4887574561,195.8851
0.4903351564,196.0280
0.4919027147,196.1709
0.4934600986,196.3138
0.4950072760,196.4566
0.4965442149,196.5995
0.4980708833,196.7424
0.4995872499,196.8853
0.5010932831,197.0281
0.5025889519,197.1710
0.5040742253,197.3139
0.5055490727,197.4568
0.5070134634,197.5997
0.5084673672,197.7425
0.5099107540,197.8854
0.5113435941,198.0283
0.5127658576,198.1712
0.5141775153,198.3140
0.5155785379,198.4569
0.5169688964,198.5998
0.5183485622,198.7427
0.5197175066,198.8856
0.5210757013,199.0284
0.5224231183,199.1713
0.5237597296,199.3142
0.5250855077,199.4571
0.5264004251,199.5999
0.5277044546,199.7428
0.5289975692,199.8857
0.5302797422,200.0286
0.5315509471,200.1715
0.5328111576,200.3143
0.5340603475,200.4572
0.5352984912,200.6001
0.5365255629,200.7430
0.5377415373,200.8858
0.5389463893,201.0287
0.5401400938,201.1716
0.5413226263,201.3145
0.5424939622,201.4574
0.5436540774,201.6002
0.5448029478,201.7431
0.5459405497,201.8860
0.5470668595,202.0289
0.5481818540,202.1717
0.5492855101,202.3146
0.5503778049,202.4575
0.5514587159,202.6004
0.5525282207,202.7432
0.5535862973,202.8861
0.5546329236,203.0290
0.5556680781,203.1719
0.5566917393,203.3148
0.5577038861,203.4576
0.5587044975,203.6005
0.5596935529,203.7434
0.5606710317,203.8863
0.5616369139,204.0291
0.5625911793,204.1720
0.5635338083,204.3149
0.5644647813,204.4578
0.5653840791,204.6007
0.5662916827,204.7435
0.5671875734,204.8864
0.5680717325,205.0293
0.5689441418,205.1722
0.5698047832,205.3150
0.5706536390,205.4579
0.5714906916,205.6008
0.5723159237,205.7437
0.5731293181,205.8866
0.5739308582,206.0294
0.5747205272,206.1723
0.5754983090,206.3152
0.5762641873,206.4581
0.5770181464,206.6009
0.5777601706,206.7438
0.5784902446,206.8867
0.5792083533,207.0296
0.5799144819,207.1725
0.5806086157,207.3153
0.5812907404,207.4582
0.5819608418,207.6011
0.5826189062,207.7440
0.5832649199,207.8868
0.5838988695,208.0297
0.5845207420,208.1726
0.5851305244,208.3155
0.5857282042,208.4584
0.5863137690,208.6012
0.5868872067,208.7441
0.5874485053,208.8870
0.5879976534,209.0299
0.5885346396,209.1727
0.5890594527,209.3156
0.5895720819,209.4585
0.5900725165,209.6014
0.5905607463,209.7442
0.5910367612,209.8871
0.5915005512,210.0300
0.5919521069,210.1729
0.5923914188,210.3158
0.5928184778,210.4586
0.5932332753,210.6015
0.5936358024,210.7444
0.5940260510,210.8873
0.5944040130,211.0301
0.5947696805,211.1730
0.5951230460,211.3159
0.5954641022,211.4588
0.5957928420,211.6017
0.5961092586,211.7445
0.5964133455,211.8874
0.5967050964,212.0303
0.5969845052,212.1732
0.5972515662,212.3160
0.5975062739,212.4589
0.5977486229,212.6018
0.5979786083,212.7447
0.5981962253,212.8876
0.5984014694,213.0304
0.5985943364,213.1733
0.5987748222,213.3162
0.5989429232,213.4591
0.5990986359,213.6019
0.5992419570,213.7448
0.5993728836,213.8877
0.5994914129,214.0306
0.5995975426,214.1735
0.5996912704,214.3163
0.5997725944,214.4592
0.5998415129,214.6021
0.5998980244,214.7450
0.5999421279,214.8878
0.5999738224,215.0307
0.5999931072,215.1736
0.5999999819,215.3165
0.5999944465,215.4594
0.5999765010,215.6022
0.5999461457,215.7451
0.5999033814,215.8880
0.5998482089,216.0309
0.5997806293,216.1737
0.5997006440,216.3166
0.5996082548,216.4595
0.5995034634,216.6024
0.5993862721,216.7452
0.5992566833,216.8881
0.5991146997,217.0310
0.5989603242,217.1739
0.5987935600,217.3168
0.5986144106,217.4596
0.5984228796,217.6025
0.5982189710,217.7454
0.5980026891,217.8883
0.5977740383,218.0311
0.5975330233,218.1740
0.5972796491,218.3169
0.5970139211,218.4598
0.5967358446,218.6027
0.5964454254,218.7455
0.5961426695,218.8884
0.5958275832,219.0313
0.5955001730,219.1742
0.5951604457,219.3170
0.5948084082,219.4599
0.5944440680,219.6028
0.5940674325,219.7457
0.5936785095,219.8886
0.5932773070,220.0314
0.5928638334,220.1743
0.5924380972,220.3172
0.5920001072,220.4601
0.5915498724,220.6029
0.5910874023,220.7458
0.5906127063,220.8887
0.5901257942,221.0316
0.5896266762,221.1745
0.5891153626,221.3173
0.5885918638,221.4602
0.5880561909,221.6031
0.5875083548,221.7460
0.5869483668,221.8888
0.5863762387,222.0317
0.5857919821,222.1746
0.5851956091,222.3175
0.5845871322,222.4604
0.5839665639,222.6032
0.5833339170,222.7461
0.5826892047,222.8890
0.5820324402,223.0319
0.5813636371,223.1747
0.5806828093,223.3176
0.5799899708,223.4605
0.5792851360,223.6034
0.5785683195,223.7462
0.5778395361,223.8891
0.5770988008,224.0320
0.5763461290,224.1749
0.5755815362,224.3178
0.5748050384,224.4606
0.5740166514,224.6035
0.5732163917,224.7464
0.5724042757,224.8893
0.5715803204,225.0321
0.5707445426,225.1750
0.5698969598,225.3179
0.5690375894,225.4608
0.5681664492,225.6037
0.5672835573,225.7465
0.5663889319,225.8894
0.5654825914,226.0323
0.5645645547,226.1752
0.5636348408,226.3180
0.5626934688,226.4609
0.5617404582,226.6038
0.5607758288,226.7467
0.5597996005,226.8896
0.5588117935,227.0324
0.5578124282,227.1753
0.5568015253,227.3182
0.5557791057,227.4611
0.5547451906,227.6039
0.5536998013,227.7468
0.5526429594,227.8897
0.5515746869,228.0326
0.5504950058,228.1755
0.5494039384,228.3183
0.5483015073,228.4612
0.5471877354,228.6041
0.5460626456,228.7470
0.5449262612,228.8898
0.5437786058,229.0327
0.5426197030,229.1756
0.5414495768,229.3185
0.5402682515,229.4614
0.5390757515,229.6042
0.5378721014,229.7471
0.5366573261,229.8900
0.5354314508,230.0329
0.5341945008,230.1757
0.5329465017,230.3186
0.5316874794,230.4615
0.5304174597,230.6044
0.5291364691,230.7472
0.5278445340,230.8901
0.5265416812,231.0330
0.5252279375,231.1759
0.5239033302,231.3188
0.5225678867,231.4616
0.5212216345,231.6045
0.5198646016,231.7474
0.5184968160,231.8903
0.5171183059,232.0331
0.5157290999,232.1760
0.5143292268,232.3189
0.5129187155,232.4618
0.5114975951,232.6047
0.5100658951,232.7475
0.5086236450,232.8904
0.5071708748,233.0333
0.5057076144,233.1762
0.5042338941,233.3190
0.5027497443,233.4619
0.5012551959,233.6048
0.4997502797,233.7477
0.4982350268,233.8906
0.4967094686,234.0334
0.4951736367,234.1763
0.4936275627,234.3192
0.4920712787,234.4621
0.4905048168,234.6049
0.4889282095,234.7478
0.4873414894,234.8907
0.4857446893,235.0336
0.4841378422,235.1765
0.4825209814,235.3193
0.4808941402,235.4622
0.4792573524,235.6051
0.4776106518,235.7480
0.4759540725,235.8908
0.4742876486,236.0337
0.4726114148,236.1766
0.4709254056,236.3195
0.4692296560,236.4624
0.4675242010,236.6052
0.4658090759,236.7481
0.4640843161,236.8910
0.4623499574,237.0339
0.4606060355,237.1767
0.4588525867,237.3196
0.4570896471,237.4625
0.4553172532,237.6054
0.4535354417,237.7482
0.4517442494,237.8911
0.4499437133,238.0340
0.4481338708,238.1769
0.4463147593,238.3198
0.4444864163,238.4626
0.4426488797,238.6055
0.4408021875,238.7484
0.4389463779,238.8913
0.4370814893,239.0341
0.4352075602,239.1770
0.4333246294,239.3199
0.4314327359,239.4628
0.4295319188,239.6057
0.4276222174,239.7485
0.4257036712,239.8914
0.4237763199,240.0343
0.4218402033,240.1772
0.4198953616,240.3200
0.4179418348,240.4629
0.4159796635,240.6058
0.4140088882,240.7487
0.4120295497,240.8916
0.4100416889,241.0344
0.4080453470,241.1773
0.4060405651,241.3202
0.4040273849,241.4631
0.4020058479,241.6059
0.3999759959,241.7488
0.3979378710,241.8917
0.3958915152,242.0346
0.3938369710,242.1775
0.3917742808,242.3203
0.3897034872,242.4632
0.3876246331,242.6061
0.3855377616,242.7490
0.3834429157,242.8918
0.3813401388,243.0347
0.3792294744,243.1776
0.3771109661,243.3205
0.3749846578,243.4634
0.3728505935,243.6062
0.3707088172,243.7491
0.3685593733,243.8920
0.3664023063,244.0349
0.3642376607,244.1777
0.3620654813,244.3206
0.3598858131,244.4635
0.3576987012,244.6064
0.3555041907,244.7492
0.3533023271,244.8921
0.3510931559,245.0350
0.3488767228,245.1779
0.3466530736,245.3208
0.3444222544,245.4636
0.3421843113,245.6065
0.3399392906,245.7494
0.3376872386,245.8923
0.3354282021,246.0351
0.3331622277,246.1780
0.3308893622,246.3209
0.3286096528,246.4638
0.3263231465,246.6067
0.3240298906,246.7495
0.3217299326,246.8924
0.3194233201,247.0353
0.3171101007,247.1782
0.3147903223,247.3210
0.3124640329,247.4639
0.3101312806,247.6068
0.3077921137,247.7497
0.3054465804,247.8926
0.3030947294,248.0354
0.3007366094,248.1783
0.2983722689,248.3212
0.2960017571,248.4641
0.2936251228,248.6069
0.2912424153,248.7498
0.2888536838,248.8927
0.2864589778,249.0356
0.2840583468,249.1785
0.2816518404,249.3213
0.2792395084,249.4642
0.2768214007,249.6071
0.2743975673,249.7500
0.2719680584,249.8928
0.2695329241,250.0357
0.2670922150,250.1786
0.2646459814,250.3215
0.2621942739,250.4644
0.2597371434,250.6072
0.2572746405,250.7501
0.2548068162,250.8930
0.2523337215,251.0359
0.2498554077,251.1787
0.2473719260,251.3216
0.2448833277,251.4645
0.2423896643,251.6074
0.2398909874,251.7503
0.2373873487,251.8931
0.2348788000,252.0360
0.2323653931,252.1789
0.2298471800,252.3218
0.2273242128,252.4646
0.2247965438,252.6075
0.2222642251,252.7504
0.2197273092,252.8933
0.2171858485,253.0361
0.2146398956,253.1790
0.2120895032,253.3219
0.2095347240,253.4648
0.2069756109,253.6077
0.2044122167,253.7505
0.2018445945,253.8934
0.1992727975,254.0363
0.1966968787,254.1792
0.1941168916,254.3220
0.1915328894,254.4649
0.1889449256,254.6078
0.1863530537,254.7507
0.1837573274,254.8936
0.1811578002,255.0364
0.1785545261,255.1793
0.1759475588,255.3222
0.1733369523,255.4651
0.1707227605,255.6079
0.1681050376,255.7508
0.1654838376,255.8937
0.1628592148,256.0366
0.1602312235,256.1795
0.1575999181,256.3223
0.1549653528,256.4652
0.1523275824,256.6081
0.1496866612,256.7510
0.1470426440,256.8938
0.1443955853,257.0367
0.1417455401,257.1796
0.1390925630,257.3225
0.1364367090,257.4654
0.1337780330,257.6082
0.1311165900,257.7511
0.1284524349,257.8940
0.1257856231,258.0369
0.1231162095,258.1797
0.1204442494,258.3226
0.1177697981,258.4655
0.1150929109,258.6084
0.1124136431,258.7513
0.1097320502,258.8941
0.1070481877,259.0370
0.1043621110,259.1799
0.1016738757,259.3228
0.0989835374,259.4656
0.0962911518,259.6085
0.0935967745,259.7514
0.0909004613,259.8943
0.0882022679,260.0371
0.0855022502,260.1800
0.0828004640,260.3229
0.0800969652,260.4658
0.0773918097,260.6087
0.0746850534,260.7515
0.0719767524,260.8944
0.0692669626,261.0373
0.0665557402,261.1802
0.0638431411,261.3230
0.0611292215,261.4659
0.0584140375,261.6088
0.0556976453,261.7517
0.0529801011,261.8946
0.0502614611,262.0374
0.0475417815,262.1803
0.0448211185,262.3232
0.0420995285,262.4661
0.0393770676,262.6089
0.0366537924,262.7518
0.0339297590,262.8947
0.0312050238,263.0376
0.0284796432,263.1805
0.0257536735,263.3233
0.0230271711,263.4662
0.0203001924,263.6091
0.0175727939,263.7520
0.0148450319,263.8948
0.0121169628,264.0377
0.0093886431,264.1806
0.0066601293,264.3235
0.0039314776,264.4664
0.0012027447,264.6092
-0.0015260131,264.7521
-0.0042547394,264.8950
-0.0069833777,265.0379
-0.0097118715,265.1807
-0.0124401644,265.3236
-0.0151682000,265.4665
-0.0178959219,265.6094
-0.0206232737,265.7523
-0.0233501989,265.8951
-0.0260766411,266.0380
-0.0288025439,266.1809
-0.0315278510,266.3238
-0.0342525060,266.4666
-0.0369764526,266.6095
-0.0396996343,266.7524
-0.0424219949,266.8953
-0.0451434780,267.0381
-0.0478640274,267.1810
-0.0505835868,267.3239
-0.0533021000,267.4668
-0.0560195107,267.6097
-0.0587357626,267.7525
-0.0614507997,267.8954
-0.0641645658,268.0383
-0.0668770048,268.1812
-0.0695880604,268.3240
-0.0722976767,268.4669
-0.0750057977,268.6098
-0.0777123672,268.7527
-0.0804173294,268.8956
-0.0831206283,269.0384
-0.0858222079,269.1813
-0.0885220124,269.3242
-0.0912199859,269.4671
-0.0939160727,269.6099
-0.0966102169,269.7528
-0.0993023629,269.8957
-0.1019924550,270.0386
-0.1046804374,270.1815
-0.1073662547,270.3243
-0.1100498513,270.4672
-0.1127311716,270.6101
-0.1154101603,270.7530
-0.1180867618,270.8958
-0.1207609209,271.0387
-0.1234325822,271.1816
-0.1261016904,271.3245
-0.1287681904,271.4674
-0.1314320270,271.6102
-0.1340931451,271.7531
-0.1367514897,271.8960
-0.1394070058,272.0389
-0.1420596384,272.1817
-0.1447093327,272.3246
-0.1473560338,272.4675
-0.1499996871,272.6104
-0.1526402379,272.7533
-0.1552776315,272.8961
-0.1579118134,273.0390
-0.1605427291,273.1819
-0.1631703242,273.3248
-0.1657945443,273.4676
-0.1684153352,273.6105
-0.1710326426,273.7534
-0.1736464125,273.8963
-0.1762565907,274.0391
-0.1788631233,274.1820
-0.1814659563,274.3249
-0.1840650360,274.4678
-0.1866603085,274.6107
-0.1892517202,274.7535
-0.1918392175,274.8964
-0.1944227468,275.0393
-0.1970022548,275.1822
-0.1995776880,275.3250
-0.2021489932,275.4679
-0.2047161173,275.6108
-0.2072790070,275.7537
-0.2098376095,275.8966
-0.2123918718,276.0394
-0.2149417410,276.1823
-0.2174871645,276.3252
-0.2200280895,276.4681
-0.2225644635,276.6109
-0.2250962341,276.7538
-0.2276233489,276.8967
-0.2301457555,277.0396
-0.2326634020,277.1825
-0.2351762360,277.3253
-0.2376842058,277.4682
-0.2401872594,277.6111
-0.2426853451,277.7540
-0.2451784111,277.8968
-0.2476664059,278.0397
-0.2501492781,278.1826
-0.2526269763,278.3255
-0.2550994492,278.4684
-0.2575666458,278.6112
-0.2600285149,278.7541
-0.2624850057,278.8970
-0.2649360673,279.0399
-0.2673816490,279.1827
-0.2698217004,279.3256
-0.2722561708,279.4685
-0.2746850100,279.6114
-0.2771081677,279.7543
-0.2795255938,279.8971
-0.2819372382,280.0400
-0.2843430512,280.1829
-0.2867429829,280.3258
-0.2891369837,280.4686
-0.2915250041,280.6115
-0.2939069947,280.7544
-0.2962829062,280.8973
-0.2986526895,281.0401
-0.3010162956,281.1830
-0.3033736755,281.3259
-0.3057247806,281.4688
-0.3080695622,281.6117
-0.3104079717,281.7545
-0.3127399609,281.8974
-0.3150654815,282.0403
-0.3173844853,282.1832
-0.3196969245,282.3260
-0.3220027512,282.4689
-0.3243019177,282.6118
-0.3265943764,282.7547
-0.3288800800,282.8976
-0.3311589811,283.0404
-0.3334310326,283.1833
-0.3356961876,283.3262
-0.3379543991,283.4691
-0.3402056205,283.6119
-0.3424498052,283.7548
-0.3446869068,283.8977
-0.3469168790,284.0406
-0.3491396756,284.1835
-0.3513552508,284.3263
-0.3535635587,284.4692
-0.3557645536,284.6121
-0.3579581899,284.7550
-0.3601444224,284.8978
-0.3623232058,285.0407
-0.3644944950,285.1836
-0.3666582451,285.3265
-0.3688144114,285.4694
-0.3709629492,285.6122
-0.3731038142,285.7551
-0.3752369620,285.8980
-0.3773623486,286.0409
-0.3794799299,286.1837
-0.3815896621,286.3266
-0.3836915017,286.4695
-0.3857854052,286.6124
-0.3878713292,286.7553
-0.3899492306,286.8981
-0.3920190664,287.0410
-0.3940807938,287.1839
-0.3961343702,287.3268
-0.3981797531,287.4696
-0.4002169001,287.6125
-0.4022457692,287.7554
-0.4042663184,287.8983
-0.4062785059,288.0411
-0.4082822900,288.1840
-0.4102776294,288.3269
-0.4122644827,288.4698
-0.4142428089,288.6127
-0.4162125670,288.7555
-0.4181737164,288.8984
-0.4201262163,289.0413
-0.4220700265,289.1842
-0.4240051068,289.3270
-0.4259314171,289.4699
-0.4278489175,289.6128
-0.4297575685,289.7557
-0.4316573305,289.8986
-0.4335481642,290.0414
-0.4354300306,290.1843
-0.4373028907,290.3272
-0.4391667058,290.4701
-0.4410214372,290.6129
-0.4428670468,290.7558
-0.4447034962,290.8987
-0.4465307476,291.0416
-0.4483487630,291.1845
-0.4501575049,291.3273
-0.4519569360,291.4702
-0.4537470189,291.6131
-0.4555277167,291.7560
-0.4572989924,291.8988
-0.4590608096,292.0417
-0.4608131317,292.1846
-0.4625559225,292.3275
-0.4642891459,292.4704
-0.4660127662,292.6132
-0.4677267475,292.7561
-0.4694310546,292.8990
-0.4711256522,293.0419
-0.4728105051,293.1847
-0.4744855785,293.3276
-0.4761508379,293.4705
-0.4778062487,293.6134
-0.4794517768,293.7563
-0.4810873880,293.8991
-0.4827130485,294.0420
-0.4843287248,294.1849
-0.4859343834,294.3278
-0.4875299911,294.4706
-0.4891155149,294.6135
-0.4906909220,294.7564
-0.4922561798,294.8993
-0.4938112559,295.0421
-0.4953561182,295.1850
-0.4968907347,295.3279
-0.4984150737,295.4708
-0.4999291037,295.6137
-0.5014327933,295.7565
-0.5029261114,295.8994
-0.5044090271,296.0423
-0.5058815099,296.1852
-0.5073435291,296.3280
-0.5087950546,296.4709
-0.5102360564,296.6138
-0.5116665046,296.7567
-0.5130863697,296.8996
-0.5144956223,297.0424
-0.5158942332,297.1853
-0.5172821735,297.3282
-0.5186594146,297.4711
-0.5200259279,297.6139
-0.5213816851,297.7568
-0.5227266582,297.8997
-0.5240608195,298.0426
-0.5253841412,298.1855
-0.5266965961,298.3283
-0.5279981569,298.4712
-0.5292887968,298.6141
-0.5305684891,298.7570
-0.5318372073,298.8998
-0.5330949251,299.0427
-0.5343416166,299.1856
-0.5355772559,299.3285
-0.5368018176,299.4714
-0.5380152762,299.6142
-0.5392176066,299.7571
-0.5404087841,299.9000
-0.5415887840,300.0429
-0.5427575818,300.1857
-0.5439151533,300.3286
-0.5450614748,300.4715
-0.5461965223,300.6144
-0.5473202725,300.7573
-0.5484327022,300.9001
-0.5495337882,301.0430
-0.5506235078,301.1859
-0.5517018386,301.3288
-0.5527687581,301.4716
-0.5538242443,301.6145
-0.5548682754,301.7574
-0.5559008298,301.9003
-0.5569218862,302.0431
-0.5579314233,302.1860
-0.5589294204,302.3289
-0.5599158568,302.4718
-0.5608907121,302.6147
-0.5618539661,302.7575
-0.5628055988,302.9004
-0.5637455907,303.0433
-0.5646739223,303.1862
-0.5655905744,303.3290
-0.5664955279,303.4719
-0.5673887643,303.6148
-0.5682702650,303.7577
-0.5691400118,303.9006
-0.5699979866,304.0434
-0.5708441718,304.1863
-0.5716785499,304.3292
-0.5725011036,304.4721
-0.5733118158,304.6149
-0.5741106699,304.7578
-0.5748976492,304.9007
-0.5756727375,305.0436
-0.5764359189,305.1865
-0.5771871774,305.3293
-0.5779264976,305.4722
-0.5786538641,305.6151
-0.5793692619,305.7580
-0.5800726763,305.9008
-0.5807640926,306.0437
-0.5814434966,306.1866
-0.5821108743,306.3295
-0.5827662117,306.4724
-0.5834094954,306.6152
-0.5840407120,306.7581
-0.5846598486,306.9010
-0.5852668922,307.0439
-0.5858618304,307.1867
-0.5864446508,307.3296
-0.5870153413,307.4725
-0.5875738903,307.6154
-0.5881202860,307.7583
-0.5886545173,307.9011
-0.5891765731,308.0440
-0.5896864425,308.1869
-0.5901841150,308.3298
-0.5906695804,308.4726
-0.5911428285,308.6155
-0.5916038497,308.7584
-0.5920526343,308.9013
-0.5924891731,309.0441
-0.5929134570,309.1870
-0.5933254774,309.3299
-0.5937252255,309.4728
-0.5941126933,309.6157
-0.5944878726,309.7585
-0.5948507558,309.9014
-0.5952013352,310.0443
-0.5955396037,310.1872
-0.5958655543,310.3300
-0.5961791802,310.4729
-0.5964804749,310.6158
-0.5967694322,310.7587
-0.5970460461,310.9016
-0.5973103109,311.0444
-0.5975622212,311.1873
-0.5978017717,311.3302
-0.5980289574,311.4731
-0.5982437737,311.6159
-0.5984462162,311.7588
-0.5986362805,311.9017
-0.5988139629,312.0446
-0.5989792596,312.1875
-0.5991321673,312.3303
-0.5992726827,312.4732
-0.5994008029,312.6161
-0.5995165253,312.7590
-0.5996198475,312.9018
-0.5997107674,313.0447
-0.5997892831,313.1876
-0.5998553929,313.3305
-0.5999090955,313.4734
-0.5999503898,313.6162
-0.5999792749,313.7591
-0.5999957503,313.9020
-0.5999998155,314.0449
-0.5999914706,314.1877
-0.5999707156,314.3306
-0.5999375510,314.4735
-0.5998919775,314.6164
-0.5998339961,314.7593
-0.5997636079,314.9021
-0.5996808143,315.0450
-0.5995856172,315.1879
-0.5994780185,315.3308
-0.5993580203,315.4736
-0.5992256252,315.6165
-0.5990808360,315.7594
-0.5989236555,315.9023
-0.5987540872,316.0451
-0.5985721343,316.1880
-0.5983778009,316.3309
-0.5981710907,316.4738
-0.5979520082,316.6167
-0.5977205579,316.7595
-0.5974767445,316.9024
-0.5972205731,317.0453
-0.5969520490,317.1882
-0.5966711778,317.3310
-0.5963779651,317.4739
-0.5960724172,317.6168
-0.5957545404,317.7597
-0.5954243411,317.9026
-0.5950818263,318.0454
-0.5947270031,318.1883
-0.5943598786,318.3312
-0.5939804607,318.4741
-0.5935887570,318.6169
-0.5931847758,318.7598
-0.5927685253,318.9027
-0.5923400142,319.0456
-0.5918992514,319.1885
-0.5914462459,319.3313
-0.5909810071,319.4742
-0.5905035446,319.6171
-0.5900138684,319.7600
-0.5895119885,319.9028
